Albany,Goshen,Harrisburg,Jasper,Jefferson,Mehama,Monroe,Salem,Vida,Waterloo,BLU5A,CGR5A,DET5A,DOR5A,FAL5A,FOS_loc,FRN5M,GPR5A,GPR5H,HCR5A,HCR5H,LOP_loc,LOP5E,DEX_loc,BCL_loc,COT5A
40.8045088,8.7498912,37.378176,11.9496896,-13.592064,16.706912,3.1997984,31.997984,97.6363264,47.6005408,272,740,2002,421,434,1955,255,968,1242,1135,1190,3127,0,0,0,182
26.1364064,8.7215744,31.2617472,8.6649408,-169.617632,14.441568,2.7750464,34.263328,95.8806848,198.1892832,240,705,1957,256,282,1870,187,878,1225,1111,1070,2960,0,0,0,169
29.9025408,7.2774176,27.9203648,7.1641504,-335.837248,13.592064,2.1520768,25.768288,92.9074208,350.2504992,221,683,1974,461,288,1520,93,822,931,1097,1070,2930,0,0,0,149
26.5611584,5.7766272,28.2884832,7.7304864,-338.102592,12.74256,2.6051456,28.3168,90.5288096,374.5746304,205,638,2069,306,324,1323,155,776,776,1070,1070,2883,0,0,0,143
24.4657152,5.4651424,23.36136,6.3146464,-336.120416,11.893056,2.1803936,40.493024,89.4527712,362.2851392,196,599,1855,285,262,991,165,695,495,990,990,2673,0,0,0,137
24.8055168,5.2102912,24.2674976,5.7483104,-238.144288,10.760384,1.4724736,23.502944,86.5927744,256.6351584,179,576,1775,266,226,1119,104,627,664,947,865,2478,0,0,0,118
22.228688,4.1342528,19.3403744,5.2102912,-163.671104,11.893056,1.3025728,28.883136,84.4690144,182.3035584,162,542,1632,257,198,1295,102,655,838,922,744,2315,0,0,0,126
23.3047264,3.9926688,34.4898624,7.1641504,-127.142432,12.74256,1.3025728,30.298976,84.4406976,140.8477632,152,515,1621,239,235,1127,102,568,714,891,740,2251,0,0,0,115
12.2611744,3.6245504,17.8679008,4.3324704,-119.213728,11.043552,1.274256,35.679168,82.7416896,129.9174784,145,497,1621,211,208,1125,55,564,728,837,741,2160,0,0,0,109
27.5805632,3.2847488,16.5086944,3.822768,-122.328576,11.043552,1.132672,29.449472,80.419712,137.7329152,140,480,1357,202,141,1092,55,511,730,817,748,2132,0,0,0,103
23.4746272,2.9449472,17.131664,4.0493024,-127.708768,9.627712,1.274256,31.714816,77.8995168,138.75232,131,446,1482,202,212,855,70,497,515,759,745,2031,0,0,0,92
21.6906688,2.8883136,13.4787968,3.4263328,-115.815712,7.645536,0.5380192,26.90096,76.738528,122.4135264,124,448,1410,184,215,903,69,489,580,759,745,2031,0,0,0,94
23.0215584,2.4352448,6.796032,2.0104928,-95.993952,7.928704,0.70792,22.936608,76.45536,102.4501824,124,425,1291,174,215,900,69,466,593,730,744,1982,0,0,0,92
25.9665056,2.3786112,11.1001856,3.1431648,-92.595936,7.645536,1.0194048,19.538592,74.6714016,97.551376,110,413,1393,165,113,891,54,450,595,690,690,1863,0,0,0,86
20.6995808,2.1803936,9.8825632,2.8883136,-82.401888,8.778208,0.6796032,22.370272,73.8218976,87.8953472,110,394,1290,156,94,856,-3,416,580,696,668,1848,0,0,0,81
19.6235424,1.982176,7.2491008,2.6334624,-54.934592,7.645536,0.5097024,22.65344,73.5387296,58.5591424,105,381,1263,156,227,924,44,416,652,680,666,1818,0,0,0,75
21.4924512,2.0104928,7.8154368,2.9166304,-47.855392,7.928704,0.5097024,20.388096,73.5387296,51.4233088,115,406,1295,146,67,892,43,479,588,626,667,1727,0,0,0,81
21.520768,1.9538592,8.7498912,2.9166304,-41.625696,8.211872,0.4530688,17.556416,72.0379392,46.2696512,115,403,1292,145,174,952,-4,439,657,636,636,1716,0,0,0,75
17.3298816,1.7839584,7.2774176,2.3502944,-35.396,7.645536,0.424752,20.671264,69.9708128,38.9072832,98,400,1185,134,129,918,43,378,668,618,618,1667,0,0,0,75
17.6413664,1.5291072,8.6649408,2.3502944,-31.714816,7.0792,0.283168,19.255424,68.3001216,33.0457056,88,383,1028,134,120,893,43,354,662,591,605,1608,0,0,0,69
15.2344384,1.8689088,6.0314784,2.0671264,-27.467296,6.796032,0.1982176,18.972256,67.393984,27.1558112,88,381,1163,107,156,1028,43,364,799,590,604,1604,0,0,0,62
16.4520608,1.41584,2.0388096,1.5007904,-23.502944,6.512864,0.2548512,18.122752,67.1391328,23.4179936,84,341,1056,134,102,881,43,328,671,578,606,1586,0,0,0,64
22.3419552,1.840592,5.521776,2.8599968,-17.273248,9.061376,0.6512864,13.025728,70.0557632,16.5936448,170,416,1464,173,238,1013,184,689,635,693,638,1811,0,0,0,104
23.927696,2.5201952,7.0508832,4.5590048,-3.964352,13.875232,-0.7362368,5.946528,73.765264,10.6754336,220,461,1589,284,238,1145,13,854,637,774,705,2012,0,0,0,104
20.104928,3.2281152,12.9124608,4.2758368,0.849504,14.1584,1.7556416,6.512864,70.3106144,9.5427616,151,415,1425,136,203,887,-10,738,467,671,699,1837,0,0,0,99
12.884144,2.2370272,7.7021696,2.9449472,-0.849504,10.477216,0.3114848,18.689088,70.2539808,9.5993952,140,406,1303,190,21,687,193,555,374,658,699,1813,0,0,0,81
14.6681024,2.0671264,4.389104,2.8599968,-5.097024,11.609888,0.3114848,15.291072,71.7264544,9.0896928,119,419,1216,357,148,686,-42,562,381,738,710,1959,0,0,0,81
17.4997824,2.2087104,9.91088,3.4263328,-4.24752,10.477216,0.3398016,10.760384,69.0080416,9.7126624,111,428,1251,293,121,673,52,488,361,669,710,1843,0,0,0,70
11.5249376,1.9538592,8.4667232,2.8599968,-3.964352,9.344544,0.3964352,15.007904,66.827648,8.211872,106,390,1243,220,130,940,43,461,660,598,695,1710,0,0,0,59
11.4399872,1.5291072,3.5112832,2.5768288,-4.530688,8.49504,0.141584,15.007904,65.978144,7.1924672,92,390,1154,174,139,994,43,404,748,577,701,1679,0,0,0,59
13.6770144,2.8033632,6.1447456,2.0104928,-7.362368,7.362368,0.2265344,15.291072,66.402896,8.49504,86,369,1119,136,121,744,25,375,502,533,615,1417,0,0,0,45
9.5993952,1.6423744,7.8154368,2.5768288,-3.964352,10.760384,0.0283168,19.538592,65.2419072,8.919792,87,356,1149,143,112,1081,-28,363,851,543,529,1346,0,0,0,36
9.6843456,0.9061376,4.5023712,2.2936608,-10.477216,8.211872,-0.2265344,19.255424,64.2508192,10.6471168,73,355,1057,127,157,1021,-72,350,801,556,529,1361,0,0,0,36
12.9690944,0.7362368,4.95544,2.0104928,-14.1584,8.211872,-0.1982176,17.556416,63.0898304,11.8647392,78,356,1197,118,76,799,-23,321,592,529,529,1320,0,0,0,30
13.167312,0.7645536,3.5396,1.7273248,-13.592064,7.928704,-0.1982176,16.99008,61.872208,11.5249376,68,352,1000,108,139,783,-116,314,584,523,523,1305,0,0,0,36
13.45048,0.70792,2.5201952,1.7273248,-14.724736,7.0792,-0.6796032,14.724736,61.2775552,11.3550368,68,341,975,115,68,779,-7,303,591,495,509,1250,0,0,0,30
13.7902816,0.6512864,2.8599968,1.4441568,-16.140576,7.362368,-0.3964352,13.592064,61.1359712,11.468304,63,336,1000,88,85,775,2,290,596,504,504,1258,0,0,0,24
12.6859264,0.4813856,3.0298976,1.7273248,-16.99008,6.8243488,-0.5380192,13.592064,60.4846848,11.468304,63,333,982,88,68,775,-44,280,603,492,506,1242,0,0,0,30
9.9675136,0.141584,1.3875232,1.4441568,-19.82176,6.796032,-1.1893056,16.140576,60.2864672,11.5815712,59,330,948,97,192,771,-82,279,602,491,505,1240,0,0,0,24
12.3461248,0.2265344,2.7184128,1.4441568,-19.82176,6.512864,-0.7645536,13.308896,59.890032,10.8453344,54,318,1010,79,121,753,-80,229,606,470,511,1213,0,0,0,24
10.477216,0.2265344,-0.9627712,1.1609888,-18.972256,6.512864,-0.7362368,14.1584,60.1732,10.2789984,53,325,843,69,121,771,-34,258,616,467,508,1206,0,0,0,24
11.2984032,0.141584,-0.5946528,1.4441568,-26.051456,6.229696,-0.70792,13.025728,60.0032992,16.3104768,53,315,975,97,95,744,-33,266,588,461,475,1167,0,0,0,24
10.9869184,0.0849504,-2.2370272,1.1609888,-31.14848,5.946528,-0.7362368,11.893056,58.75736,20.5579968,53,319,915,88,68,756,12,252,609,447,447,1117,0,0,0,19
11.893056,0.0566336,-1.3592064,1.7273248,-30.582144,5.946528,-0.9061376,9.627712,57.624688,20.6995808,48,313,861,42,86,739,12,256,595,460,433,1122,0,0,0,24
10.0807808,0.0849504,-0.7928704,1.4441568,-31.431648,5.5784096,-0.849504,12.459392,56.775184,20.2748288,43,313,888,87,59,726,-130,210,603,459,432,1119,0,0,0,19
9.2595936,0.0849504,-3.8510848,1.7273248,-32.56432,5.380192,-0.70792,12.176224,56.7468672,20.2748288,38,291,905,57,95,858,-88,205,739,433,433,1080,0,0,0,19
16.3387936,0.0849504,0.3114848,1.7273248,-29.449472,5.946528,-0.4813856,6.229696,57.7096384,20.1332448,72,345,923,105,15,793,187,356,605,508,631,1376,0,0,0,42
17.5847328,0.424752,3.964352,2.2936608,-21.803936,7.0792,0.283168,5.380192,58.3892416,19.963344,53,322,975,78,130,793,-7,318,602,468,441,1154,0,0,0,30
12.5443424,-0.0849504,2.6334624,2.0104928,-22.65344,6.512864,0.3964352,11.32672,57.3132032,20.3031456,48,314,846,94,86,743,-57,231,604,455,441,1121,0,0,0,30
12.2611744,-0.141584,-2.406928,2.2936608,-25.201952,6.229696,-0.0283168,11.893056,55.0478592,20.0199776,43,302,828,76,95,809,-57,220,680,442,442,1103,0,0,0,28
14.6681024,-0.1132672,-1.0194048,2.5768288,-25.768288,5.66336,-0.3398016,8.49504,54.4815232,20.1898784,39,301,888,39,33,719,-11,220,592,442,442,1103,0,0,0,23
11.8647392,-0.0849504,-2.9166304,1.8689088,-28.033632,5.7483104,-0.5380192,11.32672,55.6141952,20.2181952,49,301,858,57,140,802,-10,220,679,440,440,1098,0,0,0,24
11.468304,-0.283168,-3.7661344,2.2087104,-30.298976,5.6916768,-1.132672,8.49504,56.1522144,20.2181952,35,296,790,76,41,736,-42,225,614,426,440,1077,0,0,0,21
10.8170176,-0.4530688,-2.5768288,1.9538592,-30.865312,5.380192,-1.3308896,6.796032,54.1983552,19.9916608,39,288,843,42,-19,686,-27,204,574,423,437,1070,0,0,0,17
9.486128,-0.566336,-3.6245504,2.2370272,-31.714816,5.380192,-1.1043552,7.928704,53.5470688,19.9350272,35,285,756,52,184,856,-73,203,749,396,437,1029,0,0,0,18
9.5427616,-0.5097024,-3.398016,1.9538592,-32.847488,5.2102912,-1.0477216,7.928704,52.7541984,19.9067104,35,283,822,24,-9,701,-27,182,604,409,436,1047,0,0,0,18
9.20296,-0.6512864,-2.973264,1.9538592,-33.696992,4.813856,-0.566336,7.928704,52.1595456,19.9350272,35,291,794,52,105,766,-81,193,667,394,435,1024,0,0,0,18
9.5144448,-0.6512864,-2.690096,2.2370272,-32.281152,5.097024,-0.566336,7.645536,52.7541984,19.963344,35,284,809,52,18,777,-41,201,674,418,432,1058,0,0,0,24
11.1001856,-0.566336,-5.8898944,2.4635616,-31.431648,5.097024,-0.6796032,8.211872,52.6975648,20.4164128,30,279,809,43,47,771,-86,159,684,406,433,1039,0,0,0,18
11.4966208,-0.6229696,-2.7184128,2.4918784,-33.696992,4.813856,-0.7645536,6.512864,52.2728128,21.0110656,30,281,792,61,-32,770,-86,161,685,422,436,1067,0,0,0,12
7.3340512,-0.7362368,-6.3146464,2.2370272,-31.997984,4.6156384,-0.8211872,8.778208,54.50984,18.7740384,25,270,702,25,159,769,-86,161,685,384,439,1014,0,0,0,8
9.9391968,-0.7928704,-8.2685056,2.5201952,-33.130656,4.5590048,-1.1043552,6.796032,51.961328,20.9827488,20,243,756,34,3,683,-79,131,601,356,424,879,0,0,0,14
11.2134528,-0.7645536,-16.5086944,2.5201952,-33.413824,5.097024,-1.0760384,5.66336,51.7064768,20.8977984,-18,243,854,25,107,700,-74,217,582,386,400,895,0,0,0,14
16.706912,-0.6512864,-5.8615776,2.8033632,-29.73264,4.813856,-0.6512864,-1.132672,56.492016,19.3120576,-30,231,698,43,12,690,-34,169,586,385,399,891,0,0,0,20
7.3906848,-0.566336,0.9061376,2.5201952,-20.388096,4.813856,-0.3114848,4.24752,52.8391488,9.9675136,18,225,750,52,82,684,-93,142,593,358,399,856,0,0,0,13
4.3324704,-0.6229696,-4.4174208,2.5201952,-14.6681024,4.813856,-0.6229696,11.043552,51.67816,3.7095008,27,223,732,43,-57,671,-45,146,579,374,401,878,0,0,0,13
9.0896928,-0.6512864,-4.6156384,2.5768288,-14.724736,4.8421728,-1.1609888,8.211872,51.6215264,2.83168,22,224,746,16,61,698,-73,154,604,360,401,861,0,0,0,11
8.5799904,-0.7362368,-4.5873216,2.9449472,-16.1122592,4.5590048,-0.849504,7.0792,50.687072,3.5962336,18,225,746,25,110,678,-27,142,591,387,401,895,0,0,0,13
8.5233568,-0.7362368,-5.1536576,2.9449472,-17.5280992,4.3041536,-1.3025728,7.0792,50.4605376,3.5396,27,219,728,43,32,674,-57,154,585,355,396,850,0,0,0,13
7.4473184,-0.7362368,-6.0031616,2.6617792,-17.6696832,3.964352,-0.3964352,7.362368,50.26232,3.2847488,22,224,730,34,84,678,-37,145,593,369,396,867,0,0,0,7
7.220784,-0.7362368,-5.7199936,2.6617792,-25.768288,3.9360352,-0.6512864,7.0792,50.0924192,11.0718688,18,211,731,16,42,679,-42,148,595,352,393,843,0,0,0,13
7.362368,-0.7362368,-6.5694976,2.6617792,-19.0572064,4.105936,-0.9061376,7.0792,50.0641024,4.389104,18,213,691,34,-1,657,-128,122,585,346,400,841,0,0,0,7
8.0986048,-0.7645536,-6.2580128,2.6617792,-16.7352288,3.9926688,-0.8778208,7.0792,50.6587552,2.9449472,18,215,712,-1,77,645,-37,126,572,333,401,826,0,0,0,7
7.7304864,-0.7928704,-6.512864,2.6617792,-17.0467136,3.681184,-0.7645536,5.946528,50.97024,3.0582144,8,217,696,44,51,659,-81,112,591,384,398,889,0,0,0,8
7.6172192,-0.7928704,-5.097024,2.6617792,-17.7829504,3.5679168,-0.9344544,6.229696,49.8092512,2.8883136,22,209,700,-1,-68,730,-79,139,652,342,396,832,0,0,0,8
5.4651424,-0.7928704,-7.0792,2.9449472,-17.6130496,3.5679168,-1.3875232,7.645536,49.2995488,2.7467296,18,209,690,35,69,667,-108,108,603,344,398,837,0,0,0,8
6.6261312,-0.7362368,-6.5694976,2.3786112,-26.051456,3.4263328,-1.132672,7.0792,49.2995488,10.8736512,13,206,651,8,-19,649,-22,96,591,333,400,824,0,0,0,2
6.4562304,-0.6796032,-7.7588032,2.6334624,-31.14848,3.3130656,-0.8778208,7.0792,49.412816,16.2255264,8,206,673,17,28,735,-118,121,667,332,399,822,0,0,0,2
8.1269216,-0.5946528,-6.7110816,2.6334624,-18.5191872,3.1431648,-0.8778208,4.530688,49.3561824,4.4740544,13,200,662,35,155,734,-74,97,675,321,402,812,0,0,0,8
7.5605856,-0.5097024,-6.796032,2.7184128,-16.6219616,3.0582144,-0.7362368,6.512864,49.2145984,3.1431648,8,209,665,9,-64,661,-37,215,555,326,407,823,0,0,0,2
6.7677152,-0.4813856,-6.8243488,2.7467296,-18.1510688,3.3696992,-0.9061376,6.512864,49.2429152,3.7095008,13,200,751,27,47,734,-80,1,714,334,415,841,0,0,0,8
6.088112,-0.4813856,-6.512864,2.7467296,-18.4625536,3.3413824,-0.9627712,6.512864,48.9314304,3.9926688,13,205,656,26,65,717,-37,85,661,335,402,830,0,0,0,8
5.8615776,-0.4813856,-6.8243488,2.4635616,-18.4625536,3.0865312,-1.1043552,6.796032,48.5916288,3.8510848,8,205,673,1,8,658,-79,115,588,321,401,810,0,0,0,8
5.9748448,-0.3964352,-7.1924672,2.4635616,-18.3776032,3.0582144,-1.274256,7.0792,48.13856,4.530688,18,193,613,36,18,659,-27,93,600,321,401,810,0,0,0,8
6.2013792,-0.3398016,-6.9659328,2.7467296,-19.11384,2.7184128,-0.8778208,6.796032,47.6571744,4.24752,4,209,687,10,12,646,-30,121,576,332,399,823,0,0,0,8
6.7393984,-0.283168,-7.3057344,2.7467296,-19.2271072,2.8599968,-0.7928704,6.512864,48.1102432,4.7005888,4,200,665,45,14,644,-76,73,594,319,399,806,0,0,0,8
7.3057344,-0.1982176,-6.8243488,3.0298976,-19.1421568,2.548512,-0.9627712,7.0792,48.13856,4.6156384,37,209,686,1,24,663,-33,110,597,374,401,879,0,0,0,3
6.9092992,-0.1699008,-6.5694976,3.1431648,-18.6607712,3.114848,-0.9344544,6.512864,48.8747968,4.1908864,18,222,721,54,-56,661,-78,119,589,361,401,862,0,0,0,14
6.654448,-0.2265344,-4.813856,3.1431648,-18.6041376,2.83168,-0.991088,6.512864,48.13856,4.4457376,18,205,670,28,-94,660,-35,118,588,359,399,857,0,0,0,9
5.2952416,-0.283168,-5.8615776,3.1431648,-19.397008,2.83168,-0.9627712,7.645536,47.4589568,4.813856,8,208,678,6,-9,665,-34,100,602,316,396,800,0,0,0,9
6.3995968,-0.3114848,-6.9092992,3.1431648,-19.9916608,2.83168,-0.9627712,7.645536,47.4872736,5.2669248,13,199,644,29,30,642,-77,85,586,319,399,806,0,0,0,3
6.6827648,-0.3398016,-6.5978144,3.1714816,-19.8783936,2.548512,-0.9344544,7.0792,47.6005408,5.521776,9,194,672,17,78,657,-120,97,597,321,401,811,0,0,0,3
6.37128,-0.4813856,-5.3235584,3.2847488,-18.6607712,2.8599968,-0.8211872,7.0792,47.0908384,4.6439552,9,202,644,0,13,655,-67,83,600,308,401,814,0,0,0,3
5.9748448,-0.5097024,-5.8615776,3.5396,-18.5758208,2.6334624,-0.7645536,7.928704,46.8076704,4.8704896,9,190,609,26,0,654,-24,84,600,307,400,811,0,0,0,3
5.0687072,-0.6229696,-12.5443424,1.6706912,-17.7263168,2.265344,-0.7928704,7.362368,46.6377696,5.238608,4,195,650,-17,131,651,-67,82,597,279,744,1094,0,0,0,9
11.32672,-0.6796032,-15.0645376,5.097024,-19.7934432,1.41584,-0.8211872,-0.283168,46.3546016,5.2102912,-27,206,642,53,-55,637,-24,62,593,316,1230,1622,0,0,0,9
8.5233568,-4.7572224,-9.1746432,5.097024,-16.2538432,2.265344,-0.8211872,-1.982176,47.0908384,5.380192,-28,206,677,-15,22,654,-24,109,589,305,1400,1798,0,0,0,9
3.9926688,-2.4635616,-14.1017664,5.097024,-15.998992,1.982176,-0.7928704,1.41584,46.5528192,5.4085088,-43,200,655,10,-17,654,-24,74,603,297,1400,1797,0,0,0,16
5.946528,-0.4530688,-12.600976,5.380192,-14.299984,1.982176,-0.70792,-3.681184,46.581136,-2.6617792,-42,202,639,15,17,1015,-24,85,960,305,1390,1799,0,0,0,26
5.0120736,-0.2548512,-10.1657312,5.380192,-10.760384,1.982176,-0.3681184,-3.398016,46.156384,-0.0849504,-37,203,674,-4,0,1031,-69,88,977,296,1390,1787,0,0,0,17
2.4918784,-0.5380192,-9.3162272,5.097024,-12.74256,1.982176,-0.566336,0,45.8448992,3.3130656,-41,201,649,1,1,1166,-68,92,1110,327,1390,1828,0,0,0,23
1.8122752,-0.6796032,-9.4294944,5.097024,-15.007904,1.982176,-0.8211872,-0.283168,45.873216,5.0120736,-38,199,633,21,33,886,27,93,830,335,1380,1829,0,0,0,18
1.7839584,-0.566336,-8.8631584,5.097024,-15.007904,1.982176,-0.7928704,-0.849504,45.8448992,5.5784096,-48,199,552,-1,5,941,-98,87,888,264,1420,1771,0,0,0,23
2.265344,-0.3964352,-8.6932576,5.380192,-16.140576,1.982176,-0.7645536,-0.849504,45.9864832,6.7110816,-26,211,712,1,14,1021,-13,88,968,308,1420,1832,0,0,0,19
2.5201952,-0.3681184,-7.5889024,5.380192,-17.556416,1.699008,-0.6796032,-0.283168,46.2413344,7.8437536,-29,198,667,21,40,1049,-13,108,986,326,1420,1856,0,0,0,25
8.9481088,-0.1699008,-5.804944,5.66336,-19.538592,3.398016,-0.2548512,-3.398016,46.9775712,11.9213728,15,254,872,72,70,1118,366,318,967,361,1400,1885,0,0,0,61
18.4342368,1.5857408,0.9061376,9.061376,-10.194048,10.194048,0.566336,-9.91088,57.199936,11.751472,129,457,1365,169,257,1305,242,619,927,605,1400,2211,0,0,0,82
7.362368,-0.3398016,1.7273248,9.061376,-4.24752,13.308896,1.3592064,2.265344,56.492016,11.609888,90,443,1500,216,340,520,158,702,232,595,1400,2198,0,0,0,85
6.0031616,1.5857408,1.6423744,7.928704,-15.007904,5.66336,0.7362368,5.946528,52.669248,18.0661184,42,321,1251,158,137,738,31,600,470,435,1400,1984,0,0,0,65
3.7944512,1.1043552,3.1431648,7.0508832,-7.645536,3.681184,0.3964352,4.813856,48.84648,5.8898944,4,248,982,76,14,1414,31,296,1252,367,1390,1883,0,0,0,45
2.7184128,0.7645536,-6.4279136,4.105936,-9.627712,1.982176,0.2548512,11.32672,48.0536096,10.0241472,-7,242,912,58,80,1438,-11,270,1288,359,1390,1872,0,0,0,42
13.6203808,-1.0760384,-8.1835552,6.512864,-10.760384,1.41584,-0.1699008,4.24752,47.0342048,9.4294944,-17,232,842,30,75,1399,1,224,1270,315,1390,1812,0,0,0,27
9.1746432,-0.0566336,-8.2968224,6.796032,-7.928704,0.849504,0.1982176,5.946528,46.72272,5.9748448,-28,223,789,38,66,1387,-29,187,1278,328,1410,1848,0,0,0,30
5.6350432,0.1699008,-7.7304864,6.796032,-4.530688,3.398016,0.1132672,10.477216,46.2696512,5.9748448,-28,219,806,29,-25,1321,-111,122,1241,308,1410,1823,0,0,0,21
5.66336,-0.3681184,-9.7409792,6.512864,-4.530688,4.530688,-3.3696992,14.441568,45.9864832,5.380192,-31,217,728,48,-34,1430,-8,182,1329,314,1410,1831,0,0,0,24
11.8647392,0.0849504,-7.928704,6.796032,-9.627712,1.132672,-3.3413824,8.211872,45.6466816,5.3518752,-35,208,690,23,-43,1304,-152,153,1217,309,1400,1815,0,0,0,25
7.928704,0.3114848,-8.778208,6.796032,-16.706912,-3.398016,2.6051456,3.114848,45.8165824,5.0687072,-38,213,691,44,-36,1395,-186,142,1313,291,1400,1790,0,0,0,27
3.5679168,0.141584,-7.3340512,6.512864,-21.2376,-6.512864,2.548512,5.946528,45.873216,17.414832,-31,211,771,38,7,925,-175,136,846,320,1400,1829,0,0,0,26
1.8689088,0.1699008,-9.1180096,6.229696,-14.1584,-4.813856,2.4635616,1.41584,45.4767808,4.1908864,-33,210,827,40,-4,1355,-163,120,1284,303,1390,1797,0,0,0,27
4.389104,-0.1132672,-8.5233568,6.796032,-8.211872,-5.380192,2.690096,8.211872,45.6183648,5.0403904,-39,206,781,42,60,1390,-171,148,1308,296,1390,1787,0,0,0,27
4.4174208,0.1982176,-8.070288,7.0792,-7.0792,-5.097024,2.7467296,8.778208,45.2785632,4.1908864,-24,203,751,25,40,1319,-186,90,1262,300,1390,1793,0,0,0,21
3.1431648,0.1699008,-11.8081056,6.796032,-7.0792,-5.380192,2.4352448,12.459392,43.2963872,3.9077184,-29,195,782,45,48,1446,-137,141,1370,290,1410,1797,0,0,0,25
5.6916768,0.141584,-10.9586016,6.512864,-3.114848,-5.66336,1.7556416,12.176224,44.174208,0.2265344,-30,195,813,39,9,1404,-152,78,1349,294,1410,1952,0,0,0,27
6.3146464,0.141584,-8.778208,6.229696,0.283168,-5.66336,2.0104928,11.609888,44.4856928,-1.4724736,-36,183,754,29,28,1573,-106,147,1490,299,1410,1961,0,0,0,22
5.0120736,0.1699008,-8.636624,6.512864,0,-5.66336,1.982176,13.592064,44.2308416,-1.1893056,-40,185,775,59,38,1569,-124,116,1499,294,1400,1942,0,0,0,30
5.1819744,0.4530688,-9.8825632,7.0792,0.566336,-5.097024,1.982176,12.459392,44.8538112,-1.1893056,-18,215,829,77,39,1420,-42,143,1336,312,1390,1965,0,0,0,52
11.043552,1.1609888,-3.5962336,7.645536,0.566336,-4.24752,1.9538592,10.760384,46.8359872,-0.9061376,-20,222,889,77,67,1383,-62,201,1252,305,1390,1951,0,0,0,44
3.6245504,0.7362368,-4.3607872,6.796032,10.477216,-4.813856,2.265344,13.592064,45.9581664,-9.8259296,-30,202,813,17,24,1524,-81,148,1423,299,1380,1932,0,0,0,39
3.2281152,0.5380192,-5.0687072,7.645536,14.8096864,-4.813856,1.9255424,14.441568,44.882128,-13.9318656,-32,188,718,93,-86,1327,-67,115,1248,292,1380,1919,0,0,0,31
4.0776192,0.4813856,-5.3518752,7.3057344,14.1300832,-5.380192,1.6706912,16.423744,44.6272768,-14.9795872,-19,195,781,40,-69,1504,-50,150,1415,286,1380,1906,0,0,0,34
4.7572224,0.4813856,-4.5873216,6.796032,15.5459232,-5.380192,1.699008,13.308896,44.5140096,-15.291072,-38,185,768,31,-28,1497,-67,193,1392,268,1380,1873,0,0,0,35
3.2847488,0.4530688,-5.9748448,5.6067264,12.7991936,-5.946528,1.3308896,15.857408,43.4946048,-13.3938464,-18,185,780,43,-2,1266,-79,33,1227,295,1380,1924,0,0,0,30
6.9092992,0.3681184,-5.66336,5.4085088,12.74256,-5.097024,1.2459392,14.724736,43.6645056,-12.5160256,-23,175,737,27,4,1713,-61,313,1561,277,1380,1891,0,0,0,30
7.7304864,0.4813856,-4.9837568,5.2669248,13.6770144,-5.097024,1.1893056,11.609888,44.6272768,-12.8558272,-6,191,873,23,68,1523,39,223,1406,282,1380,1900,0,0,0,36
12.7708768,1.2459392,-5.0403904,6.796032,14.8096864,-1.132672,0.5097024,11.893056,50.403904,-12.7142432,62,312,1197,112,200,1331,87,263,1147,410,1380,2135,0,0,0,80
12.6292928,1.6423744,4.1908864,7.7021696,19.6235424,8.778208,0.6512864,4.24752,49.412816,-13.2239456,48,268,1267,166,241,1743,92,658,1406,347,1380,2020,0,0,0,67
5.2102912,1.6423744,2.9449472,8.636624,20.671264,31.997984,0.1982176,1.41584,51.7914272,-13.733648,108,324,1743,115,227,1073,95,1096,612,362,1380,2048,0,0,0,73
9.061376,1.7839584,2.2087104,7.1924672,34.263328,16.706912,0.0566336,19.255424,51.8480608,-14.4132512,81,290,1478,158,216,759,31,670,362,334,1380,1995,0,0,0,65
8.919792,1.4441568,2.2370272,6.3146464,26.617792,7.645536,0.8211872,22.65344,48.6199456,-15.3193888,41,232,1123,117,133,776,159,584,452,317,1380,1963,0,0,0,54
17.4714656,1.1893056,-8.8914752,10.760384,17.839584,46.439552,1.5291072,-10.477216,72.0945728,-40.0965888,556,783,2822,497,512,2245,488,2091,1163,823,1380,2896,0,0,0,198
45.9581664,8.070288,13.875232,13.7053312,137.902816,40.493024,2.3219776,-56.6336,71.5565536,-102.2802816,379,597,2307,639,602,4005,155,1851,2912,650,1380,2579,0,0,0,221
9.769296,3.3413824,9.91088,11.6948384,123.744416,21.803936,3.8794016,31.14848,60.1165664,-92.6808864,209,415,1754,376,437,3563,59,1125,2882,457,1390,2233,0,0,0,117
6.229696,3.2281152,4.530688,10.3073152,112.984032,14.724736,3.3130656,20.954432,56.0955808,-91.4066304,151,344,1460,258,346,3459,17,885,2932,413,1190,1963,0,0,0,73
3.1714816,2.548512,-2.83168,9.9675136,100.241472,45.30688,9.2312768,0,58.4458752,-85.7149536,284,532,2469,285,377,3389,102,1817,2509,505,1000,1943,0,0,0,68
7.7304864,2.7184128,0.566336,10.0807808,131.389952,37.944512,0.5097024,32.56432,61.872208,-78.3809024,316,614,2240,417,446,2765,188,1591,1720,645,1010,2198,0,0,0,89
25.4284864,-1.6140576,-48.13856,18.40592,113.833536,102.506816,-6.6261312,-53.80192,105.904832,-141.300832,1270,1873,5419,1424,1564,5250,322,4278,2457,1446,1500,4135,0,0,0,289
114.258288,21.8888864,-27.184128,35.112832,291.946208,90.330592,0.0849504,-87.78208,119.213728,-190.8269152,1087,1684,4422,2652,2352,6921,234,4463,3809,1839,2150,5501,0,0,0,799
